code,formation,start_time,location,operation_line,url
13K,233H004,08:18,<br/>,└東神奈1919→2006橋　本,https://loo-ool.com/rail/H/22/20250909/?U=13K
35K,233H024,08:41,<br/>,東神奈0604→0659八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町0811←0704八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町0817→0924八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1025←0929八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1031→1142八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1245←1149八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1252→1402八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1505←1409八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1512→1623八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,┌桜木町1741←1637八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,└桜木町1746→1853八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,┌東神奈1957←1900八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=35K
35K,233H024,08:41,<br/>,└東神奈2008→2054橋　本,https://loo-ool.com/rail/H/23/20250909/?U=35K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,┌東神奈0742←0643八王子,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,└東神奈0745→0831橋　本,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,－－－－－－－－－－－,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,┌東神奈1853←1808橋　本,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,└東神奈1901→2000八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,┌東神奈2111←2016八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,└東神奈2119→2204橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,┌東神奈2258←2214橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,└東神奈2309→0004八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=21K
21K(1),233H011,05:52 八王子5番ホーム留置中留置中,<br/>,橋　本0022←0011八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=21K
33K,233H027,06:44,<br/>,町　田0456→0521八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,┌東神奈0629←0534八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,└東神奈0638→0737八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,┌磯　子0900←0742八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,└磯　子0914→1029八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,┌東神奈1141←1040八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,└東神奈1152→1237橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,┌桜木町1336←1245橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,└桜木町1341→1435八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=33K
33K,233H027,06:44,<br/>,東神奈1542←1440八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=33K
45K(1),233H003,08:30,<br/>,中　山0625→0703八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈0806←0709八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈0812→0858橋　本,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,－－－－－－－－－－－,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈1811←1726橋　本,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈1819→1916八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈2021←1922八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈2030→2125八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,┌東神奈2226←2130八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,└東神奈2238→2333八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=45K
45K(1),233H003,08:30,<br/>,東神奈0033←2338八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=45K
05K,233H018,08:26,<br/>,┌東神奈0759←0714橋　本,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└東神奈0808→0905八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,┌東神奈1012←0914八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└東神奈1020→1122八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,┌桜木町1225←1129八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└桜木町1232→1342八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,┌桜木町1445←1349八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└桜木町1452→1602八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,┌東神奈1715←1616八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└東神奈1727→1812橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,┌磯　子1922←1818橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└磯　子1932→2050八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,┌東神奈2154←2057八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└東神奈2201→2256八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,┌東神奈2358←2303八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=05K
05K,233H018,08:26,<br/>,└東神奈0004→0048橋　本,https://loo-ool.com/rail/H/22/20250909/?U=05K
01K(1),233H016,06:41,<br/>,橋　本0446→0457八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=01K
01K(1),233H016,06:41,<br/>,┌桜木町0617←0514八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=01K
01K(1),233H016,06:41,<br/>,└桜木町0624→0729八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=01K
01K(1),233H016,06:41,<br/>,大　船0909←0734八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=01K
01K(1),233H016,06:41,<br/>,－－－－－－－－－－－,https://loo-ool.com/rail/H/23/20250909/?U=01K
01K(1),233H016,06:41,<br/>,大　船2134→2307八王子┐,https://loo-ool.com/rail/H/23/20250909/?U=01K
01K(1),233H016,06:41,<br/>,東神奈0010←2315八王子┘,https://loo-ool.com/rail/H/23/20250909/?U=01K
39K,233H023,08:34,<br/>,東神奈0613→0708八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈0813←0715八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈0816→0913八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈1022←0921八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈1032→1117橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌桜木町1216←1125橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└桜木町1221→1315八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈1421←1320八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈1432→1517橋　本┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌桜木町1618←1525橋　本┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└桜木町1623→1729八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈1830←1734八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈1838→1936八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈2041←1944八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈2047→2145八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,┌東神奈2248←2153八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,└東神奈2258→2354八王子┐,https://loo-ool.com/rail/H/22/20250909/?U=39K
39K,233H023,08:34,<br/>,町　田0025←2359八王子┘,https://loo-ool.com/rail/H/22/20250909/?U=39K
